student_id,name,gender,class,section,school,zone,district,state,phone,address,attendance,math_score,science_score,language_score,meal_participation,distance_km,sibling_dropout,family_income,parent_education,engagement_score,dropout_reason,dropout_risk,location_type
134,Janani,Female,10,B,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-98053-30210,"44, Tiruvallur Town Avenue",79,60,87,25,yes,1.6,no,medium,secondary,85,None reported,0,Village
135,Hema,Female,6,A,GHSS Guindy,North Zone,Chennai,Tamil Nadu,+91-61984-75278,"228, Guindy Avenue",86,19,49,56,yes,7.1,no,low,secondary,44,Early work pressure,1,Village
136,Ramya,Female,8,B,GHSS Madurai West,South Zone,Madurai,Tamil Nadu,+91-88809-64476,"124, Madurai West Colony",61,41,88,79,yes,3.9,yes,medium,secondary,84,None reported,0,City
137,Gopal,Male,10,A,GHSS Kovilpatti,South Zone,Thoothukudi,Tamil Nadu,+91-84283-77499,"144, Kovilpatti Main Road",84,41,50,73,yes,11.9,no,high,primary,50,None reported,0,Village
138,Nandhini,Female,9,A,GHSS Tirunelveli Town,South Zone,Tirunelveli,Tamil Nadu,+91-87402-42541,"222, Tirunelveli Town Cross Street",77,51,47,72,no,1.1,no,low,none,69,None reported,0,Village
139,Hema,Female,8,A,GHSS Sriperumbudur,North Zone,Kancheepuram,Tamil Nadu,+91-85771-76249,"118, Sriperumbudur Cross Street",68,82,40,75,yes,6.2,no,medium,primary,75,None reported,0,Village
140,Dhanush,Male,8,A,GHSS Madhavaram,North Zone,Chennai,Tamil Nadu,+91-60535-24089,"111, Madhavaram Cross Street",63,62,33,76,yes,10.2,no,low,primary,61,None reported,0,Village
141,Jeyanthi,Female,8,B,GHSS Trichy Fort,Central Zone,Trichy,Tamil Nadu,+91-93046-69028,"196, Trichy Fort Avenue",55,71,39,36,yes,7.0,no,low,none,39,Early work pressure,1,Village
142,Shalini,Female,10,A,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-69454-36090,"155, Tiruvallur Town Avenue",83,38,89,32,no,9.6,no,high,primary,91,None reported,0,Village
143,Ranjani,Female,6,A,GHSS Velachery,North Zone,Chennai,Tamil Nadu,+91-93784-28321,"84, Velachery Avenue",71,55,45,68,yes,5.9,no,low,primary,63,None reported,0,City
144,Deepika,Female,9,C,GHSS Thoothukudi,South Zone,Thoothukudi,Tamil Nadu,+91-91122-12180,"95, Thoothukudi Nagar",90,63,61,59,yes,6.4,no,medium,primary,66,None reported,0,City
145,Surya,Male,10,B,GHSS Ariyalur,East Zone,Ariyalur,Tamil Nadu,+91-97910-85711,"59, Ariyalur Main Road",78,31,36,77,yes,7.4,no,high,secondary,69,None reported,0,City
146,Deepika,Female,10,C,GHSS Ariyalur,East Zone,Ariyalur,Tamil Nadu,+91-67202-35006,"5, Ariyalur Colony",75,65,67,59,yes,2.2,no,medium,secondary,59,None reported,0,Village
147,Eswari,Female,7,B,GHSS Tindivanam,East Zone,Villupuram,Tamil Nadu,+91-69049-77984,"54, Tindivanam Avenue",70,39,61,34,no,7.5,no,low,primary,78,Economic hardship,1,City
148,Sowmya,Female,9,C,GHSS Srirangam,Central Zone,Trichy,Tamil Nadu,+91-99981-73462,"50, Srirangam Cross Street",70,57,68,85,yes,11.0,no,low,none,75,Health issues,1,City
149,Kowsalya,Female,8,A,GHSS Thoothukudi,South Zone,Thoothukudi,Tamil Nadu,+91-77921-47721,"32, Thoothukudi Avenue",46,38,48,66,yes,8.4,no,medium,secondary,74,Lack of interest,1,Village
150,Durga,Female,8,A,GHSS Palayamkottai,South Zone,Tirunelveli,Tamil Nadu,+91-91396-38047,"52, Palayamkottai Avenue",61,63,44,54,yes,1.4,no,low,graduate,46,None reported,0,Village
151,Kowsalya,Female,8,A,GHSS Avadi,North Zone,Tiruvallur,Tamil Nadu,+91-75259-16880,"26, Avadi Colony",64,40,45,84,yes,3.3,no,medium,primary,56,None reported,0,Village
152,Vaishali,Female,9,A,GHSS Villupuram,East Zone,Villupuram,Tamil Nadu,+91-91175-72580,"167, Villupuram Cross Street",100,66,58,48,yes,6.8,no,medium,none,74,None reported,0,City
153,Uma,Female,8,C,GHSS Madhavaram,North Zone,Chennai,Tamil Nadu,+91-62444-32946,"107, Madhavaram Cross Street",60,59,99,61,yes,7.1,no,high,none,80,None reported,0,Village
154,Logesh,Male,9,B,GHSS Tambaram,North Zone,Chengalpattu,Tamil Nadu,+91-97221-89007,"28, Tambaram Nagar",63,61,89,55,yes,11.1,no,high,graduate,92,None reported,0,City
155,Kamala,Female,10,C,GHSS RS Puram,West Zone,Coimbatore,Tamil Nadu,+91-81671-31298,"188, RS Puram Colony",79,47,66,78,no,6.3,no,high,none,73,None reported,0,Village
156,Vaishali,Female,7,A,GHSS Virudhunagar,South Zone,Virudhunagar,Tamil Nadu,+91-88029-77538,"84, Virudhunagar Main Road",45,44,51,61,no,9.2,yes,medium,primary,73,Early work pressure,1,City
157,Sowmya,Female,6,A,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-77497-53204,"78, Tiruvallur Town Avenue",80,40,68,77,yes,0.6,no,medium,graduate,77,None reported,0,City
158,Rajesh,Male,8,C,GHSS Madurai West,South Zone,Madurai,Tamil Nadu,+91-80380-25389,"164, Madurai West Nagar",83,71,62,60,yes,4.0,no,low,none,40,None reported,0,City
159,Shalini,Female,7,A,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-90856-80453,"206, Tiruvallur Town Cross Street",80,65,63,45,yes,11.9,no,medium,primary,52,None reported,0,Village
160,Prabhu,Male,10,A,GHSS Singanallur,West Zone,Coimbatore,Tamil Nadu,+91-95890-76255,"52, Singanallur Avenue",87,59,69,64,yes,1.4,no,low,secondary,66,None reported,0,Village
161,Arjun,Male,8,C,GHSS Pudukkottai,Central Zone,Pudukkottai,Tamil Nadu,+91-89716-27294,"132, Pudukkottai Colony",72,39,49,48,yes,7.2,yes,low,none,51,Economic hardship,1,City
162,Hema,Female,6,C,GHSS Nagapattinam,Central Zone,Nagapattinam,Tamil Nadu,+91-74280-85800,"19, Nagapattinam Main Road",73,68,53,88,yes,0.8,no,medium,primary,57,None reported,0,City
163,Yamuna,Female,6,C,GHSS Madhavaram,North Zone,Chennai,Tamil Nadu,+91-87548-59081,"229, Madhavaram Colony",61,45,76,62,yes,11.2,yes,high,none,76,Household responsibilities,1,Village
164,Chitra,Female,9,A,GHSS Villupuram,East Zone,Villupuram,Tamil Nadu,+91-95209-61518,"136, Villupuram Cross Street",55,69,77,69,yes,2.0,no,high,graduate,84,None reported,0,Village
165,Logesh,Male,6,A,GHSS Thoothukudi,South Zone,Thoothukudi,Tamil Nadu,+91-90187-55371,"40, Thoothukudi Nagar",66,87,98,59,yes,5.4,no,medium,secondary,61,None reported,0,City
166,Velan,Male,6,A,GHSS Chidambaram,East Zone,Cuddalore,Tamil Nadu,+91-66612-87849,"9, Chidambaram Colony",84,81,42,52,yes,10.7,yes,low,secondary,57,None reported,0,City
167,Prasad,Male,6,B,GHSS Pudukkottai,Central Zone,Pudukkottai,Tamil Nadu,+91-75346-85511,"82, Pudukkottai Avenue",37,32,30,43,yes,10.4,yes,low,none,57,Health issues,1,Village
168,Nandhini,Female,8,A,GHSS Chidambaram,East Zone,Cuddalore,Tamil Nadu,+91-71477-92050,"174, Chidambaram Colony",81,92,45,83,yes,3.7,no,medium,primary,67,None reported,0,Village
169,Lakshmi,Female,8,C,GHSS Chidambaram,East Zone,Cuddalore,Tamil Nadu,+91-72050-80507,"122, Chidambaram Cross Street",67,69,35,68,yes,8.5,no,low,primary,66,None reported,0,Village
170,Ashwin,Male,7,B,GHSS Madhavaram,North Zone,Chennai,Tamil Nadu,+91-73325-53288,"166, Madhavaram Main Road",76,63,97,52,yes,6.9,yes,medium,graduate,57,None reported,0,City
171,Bhavani,Female,6,C,GHSS Ariyalur,East Zone,Ariyalur,Tamil Nadu,+91-64769-34662,"206, Ariyalur Avenue",63,51,47,84,yes,4.8,no,medium,none,86,None reported,0,City
172,Selvam,Male,7,B,GHSS Thoothukudi,South Zone,Thoothukudi,Tamil Nadu,+91-91386-41797,"179, Thoothukudi Avenue",60,42,63,53,yes,11.3,no,high,none,73,None reported,0,Village
173,Ramesh,Male,7,C,GHSS Kovilpatti,South Zone,Thoothukudi,Tamil Nadu,+91-93607-75179,"120, Kovilpatti Main Road",77,34,85,94,yes,6.6,no,medium,primary,59,None reported,0,Village
174,Vasuki,Female,8,A,GHSS Trichy Fort,Central Zone,Trichy,Tamil Nadu,+91-98275-85909,"185, Trichy Fort Colony",57,58,57,69,yes,10.4,no,low,none,89,Lack of interest,1,Village
175,Swathi,Female,7,B,GHSS Madurai East,South Zone,Madurai,Tamil Nadu,+91-92022-94108,"190, Madurai East Colony",65,42,31,50,yes,6.2,no,low,secondary,63,Health issues,1,City
176,Deepika,Female,8,A,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-63849-78674,"9, Tiruvallur Town Main Road",100,52,63,65,yes,11.0,no,medium,primary,84,None reported,0,City
177,Nishanth,Male,6,B,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-63961-90980,"164, Tiruvallur Town Avenue",100,44,43,76,yes,8.6,yes,medium,none,71,Seasonal migration,1,City
178,Sowmya,Female,9,A,GHSS Thiruvanmiyur,North Zone,Chennai,Tamil Nadu,+91-78788-12246,"129, Thiruvanmiyur Colony",100,75,55,77,yes,0.7,no,medium,primary,85,None reported,0,City
179,Rahul,Male,6,C,GHSS Kancheepuram,North Zone,Kancheepuram,Tamil Nadu,+91-65178-58896,"104, Kancheepuram Colony",84,69,75,83,yes,3.4,no,low,secondary,85,None reported,0,City
180,Tamil,Male,7,B,GHSS Villupuram,East Zone,Villupuram,Tamil Nadu,+91-86560-59710,"97, Villupuram Avenue",78,54,58,81,yes,11.9,no,medium,none,53,None reported,0,City
181,Lakshmi,Female,6,C,GHSS Sriperumbudur,North Zone,Kancheepuram,Tamil Nadu,+91-94613-15577,"59, Sriperumbudur Cross Street",73,49,55,82,no,7.9,no,low,secondary,66,Long travel distance,1,Village
182,Revathi,Female,6,A,GHSS Villupuram,East Zone,Villupuram,Tamil Nadu,+91-61026-37152,"151, Villupuram Cross Street",69,33,68,72,no,7.0,yes,high,graduate,94,Seasonal migration,1,Village
183,Anitha,Female,8,A,GHSS Erode,West Zone,Erode,Tamil Nadu,+91-69171-20279,"129, Erode Nagar",67,64,62,89,yes,5.0,no,low,secondary,65,None reported,0,City
184,Rahul,Male,9,A,GHSS Ambattur,North Zone,Chennai,Tamil Nadu,+91-61941-93115,"70, Ambattur Colony",72,67,58,54,yes,11.5,no,low,secondary,66,None reported,0,Village
185,Lavanya,Female,8,C,GHSS Srirangam,Central Zone,Trichy,Tamil Nadu,+91-64817-20752,"69, Srirangam Cross Street",79,34,53,47,yes,8.1,yes,low,secondary,77,Low academic confidence,1,City
186,Vaishali,Female,7,C,GHSS Srirangam,Central Zone,Trichy,Tamil Nadu,+91-66699-27367,"23, Srirangam Cross Street",44,46,60,86,yes,0.6,no,low,none,62,Health issues,1,City
187,Indira,Female,10,C,GHSS Gandhipuram,West Zone,Coimbatore,Tamil Nadu,+91-85246-11617,"75, Gandhipuram Colony",53,86,26,23,yes,4.6,yes,low,none,66,Seasonal migration,1,Village
188,Devi,Female,6,C,GHSS Attur,West Zone,Salem,Tamil Nadu,+91-77623-49469,"69, Attur Colony",61,39,67,66,yes,7.1,yes,high,graduate,56,Household responsibilities,1,Village
189,Ajay,Male,7,B,GHSS Tirunelveli Town,South Zone,Tirunelveli,Tamil Nadu,+91-92492-87831,"158, Tirunelveli Town Cross Street",52,75,68,62,yes,1.4,no,low,primary,92,None reported,0,City
190,Sneha,Female,7,B,GHSS Thiruvanmiyur,North Zone,Chennai,Tamil Nadu,+91-88220-95332,"153, Thiruvanmiyur Cross Street",57,34,47,64,yes,7.6,no,high,primary,71,Seasonal migration,1,Village
191,Uma,Female,10,C,GHSS Chromepet,North Zone,Chengalpattu,Tamil Nadu,+91-92178-85481,"201, Chromepet Cross Street",65,64,34,85,yes,5.1,no,medium,none,63,None reported,0,Village
192,Chitra,Female,8,B,GHSS Trichy Fort,Central Zone,Trichy,Tamil Nadu,+91-96051-13527,"187, Trichy Fort Colony",84,63,62,71,yes,7.3,no,low,primary,70,None reported,0,City
193,Anand,Male,8,C,GHSS Ambattur,North Zone,Chennai,Tamil Nadu,+91-75861-43119,"169, Ambattur Cross Street",83,85,62,76,yes,5.2,no,medium,secondary,66,None reported,0,Village
194,Chitra,Female,6,B,GHSS Tirupur,West Zone,Tirupur,Tamil Nadu,+91-95628-14818,"203, Tirupur Nagar",95,49,89,64,yes,6.3,no,medium,primary,47,None reported,0,Village
195,Rahul,Male,7,C,GHSS Chidambaram,East Zone,Cuddalore,Tamil Nadu,+91-86189-53463,"204, Chidambaram Colony",73,47,72,53,yes,1.0,no,low,secondary,60,None reported,0,Village
196,Ravi,Male,6,B,GHSS Madurai East,South Zone,Madurai,Tamil Nadu,+91-85633-70694,"198, Madurai East Avenue",45,53,17,40,yes,7.2,no,medium,primary,78,None reported,0,Village
197,Hari,Male,6,B,GHSS Avadi,North Zone,Tiruvallur,Tamil Nadu,+91-82828-50880,"88, Avadi Colony",83,67,41,63,yes,1.5,no,low,graduate,66,None reported,0,City
198,Vignesh,Male,9,B,GHSS Sirkazhi,Central Zone,Nagapattinam,Tamil Nadu,+91-61480-54967,"166, Sirkazhi Main Road",45,80,66,55,yes,5.7,yes,low,secondary,61,Long travel distance,1,Village
199,Gokul,Male,7,C,GHSS Tambaram,North Zone,Chengalpattu,Tamil Nadu,+91-72088-34430,"164, Tambaram Colony",77,25,54,54,yes,5.4,no,medium,primary,53,None reported,0,City
200,Priya,Female,10,A,GHSS Pudukkottai,Central Zone,Pudukkottai,Tamil Nadu,+91-64100-85674,"27, Pudukkottai Avenue",64,90,66,53,yes,8.6,yes,medium,primary,72,None reported,0,Village
201,Jagan,Male,8,A,GHSS Nagapattinam,Central Zone,Nagapattinam,Tamil Nadu,+91-85469-90125,"101, Nagapattinam Avenue",88,73,56,51,yes,6.1,no,low,secondary,73,None reported,0,Village
202,Hari,Male,8,B,GHSS Namakkal,West Zone,Namakkal,Tamil Nadu,+91-68778-51049,"31, Namakkal Cross Street",73,73,65,78,yes,9.7,no,low,secondary,56,None reported,0,Village
203,Nisha,Female,7,B,GHSS Tindivanam,East Zone,Villupuram,Tamil Nadu,+91-91894-93296,"138, Tindivanam Cross Street",87,60,90,50,yes,7.4,no,low,primary,88,None reported,0,City
204,Murugan,Male,8,A,GHSS Tambaram,North Zone,Chengalpattu,Tamil Nadu,+91-68947-35575,"209, Tambaram Colony",74,48,49,59,yes,1.1,no,low,primary,72,None reported,0,City
205,Eswari,Female,9,B,GHSS Perambalur,East Zone,Perambalur,Tamil Nadu,+91-79142-14285,"71, Perambalur Cross Street",80,50,58,99,yes,1.5,yes,medium,primary,91,None reported,0,City
206,Deepika,Female,9,C,GHSS RS Puram,West Zone,Coimbatore,Tamil Nadu,+91-84042-81046,"211, RS Puram Main Road",79,61,60,74,no,1.8,no,medium,none,52,None reported,0,City
207,Maha,Female,7,B,GHSS Avadi,North Zone,Tiruvallur,Tamil Nadu,+91-77223-55688,"221, Avadi Main Road",74,34,68,78,yes,3.3,no,medium,secondary,63,None reported,0,City
208,Nisha,Female,7,A,GHSS Gobichettipalayam,West Zone,Erode,Tamil Nadu,+91-73541-37124,"207, Gobichettipalayam Main Road",97,39,34,69,yes,7.5,no,medium,graduate,82,None reported,0,City
209,Maha,Female,8,C,GHSS Salem Town,West Zone,Salem,Tamil Nadu,+91-93712-99037,"209, Salem Town Main Road",97,51,76,63,no,3.9,no,low,graduate,63,None reported,0,Village
210,Nishanth,Male,9,A,GHSS Tirunelveli Town,South Zone,Tirunelveli,Tamil Nadu,+91-76223-98635,"101, Tirunelveli Town Colony",77,65,25,83,yes,10.5,yes,high,none,80,None reported,0,City
211,Thirumurugan,Male,8,C,GHSS Thanjavur,Central Zone,Thanjavur,Tamil Nadu,+91-84187-69597,"125, Thanjavur Nagar",53,60,59,63,yes,9.6,no,low,none,53,Health issues,1,Village
212,Bharath,Male,6,C,GHSS Nagapattinam,Central Zone,Nagapattinam,Tamil Nadu,+91-88157-37767,"127, Nagapattinam Nagar",63,61,79,74,yes,10.3,no,medium,secondary,62,None reported,0,Village
213,Sangeetha,Female,8,C,GHSS Erode,West Zone,Erode,Tamil Nadu,+91-66525-92074,"201, Erode Colony",79,10,74,34,yes,9.6,no,low,graduate,58,Economic hardship,1,City
214,Deepak,Male,7,B,GHSS Nagapattinam,Central Zone,Nagapattinam,Tamil Nadu,+91-70418-45916,"24, Nagapattinam Nagar",55,36,77,56,yes,2.8,no,low,graduate,71,Health issues,1,City
215,Pooja,Female,8,C,GHSS Cuddalore,East Zone,Cuddalore,Tamil Nadu,+91-65976-22475,"1, Cuddalore Cross Street",71,68,59,43,yes,4.0,no,low,primary,80,None reported,0,City
216,Anitha,Female,7,C,GHSS Madurai East,South Zone,Madurai,Tamil Nadu,+91-87676-27324,"123, Madurai East Main Road",70,36,54,92,yes,0.6,no,medium,primary,81,None reported,0,City
217,Mohan,Male,6,C,GHSS Avadi,North Zone,Tiruvallur,Tamil Nadu,+91-68725-94092,"174, Avadi Cross Street",66,53,52,97,no,3.9,no,low,primary,71,None reported,0,City
218,Vignesh,Male,10,A,GHSS Namakkal,West Zone,Namakkal,Tamil Nadu,+91-86981-90750,"176, Namakkal Colony",80,80,63,61,yes,8.8,no,medium,primary,64,None reported,0,Village
219,Vijay,Male,6,A,GHSS Ponneri,North Zone,Tiruvallur,Tamil Nadu,+91-78151-94491,"22, Ponneri Cross Street",72,61,71,66,yes,11.6,no,medium,primary,77,None reported,0,City
220,Devi,Female,6,C,GHSS Thoothukudi,South Zone,Thoothukudi,Tamil Nadu,+91-75685-74865,"99, Thoothukudi Main Road",70,61,23,79,yes,2.7,no,low,secondary,71,None reported,0,City
221,Murugan,Male,10,A,GHSS Singanallur,West Zone,Coimbatore,Tamil Nadu,+91-97249-65163,"94, Singanallur Avenue",87,10,94,62,yes,4.7,no,high,none,82,None reported,0,Village
222,Nishanth,Male,9,A,GHSS Adyar,North Zone,Chennai,Tamil Nadu,+91-86081-76402,"74, Adyar Avenue",57,72,40,55,no,3.0,no,medium,none,93,None reported,0,Village
223,Gowri,Female,9,A,GHSS Rasipuram,West Zone,Namakkal,Tamil Nadu,+91-73316-30365,"138, Rasipuram Nagar",75,68,76,75,yes,3.7,no,medium,secondary,72,None reported,0,City
224,Mythili,Female,6,B,GHSS Tindivanam,East Zone,Villupuram,Tamil Nadu,+91-67601-69424,"157, Tindivanam Avenue",72,99,53,64,no,3.2,yes,low,graduate,78,None reported,0,Village
225,Ashwin,Male,7,A,GHSS Thiruvanmiyur,North Zone,Chennai,Tamil Nadu,+91-76990-31884,"96, Thiruvanmiyur Cross Street",94,86,72,49,yes,2.4,no,medium,secondary,92,None reported,0,City
226,Jeyanthi,Female,6,A,GHSS Virudhunagar,South Zone,Virudhunagar,Tamil Nadu,+91-65050-75031,"117, Virudhunagar Avenue",60,70,49,66,yes,1.2,no,medium,primary,74,None reported,0,Village
227,Lakshmi,Female,9,C,GHSS Sriperumbudur,North Zone,Kancheepuram,Tamil Nadu,+91-74968-76692,"1, Sriperumbudur Main Road",76,67,85,71,yes,1.7,no,low,primary,62,None reported,0,Village
228,Prasad,Male,6,B,GHSS Trichy Fort,Central Zone,Trichy,Tamil Nadu,+91-87483-39427,"83, Trichy Fort Cross Street",77,74,30,68,yes,11.2,no,low,none,70,None reported,0,Village
229,Jeyanthi,Female,8,B,GHSS Ambattur,North Zone,Chennai,Tamil Nadu,+91-63009-62550,"18, Ambattur Colony",59,78,49,61,yes,8.2,yes,medium,none,59,Lack of interest,1,City
230,Devi,Female,8,B,GHSS Guindy,North Zone,Chennai,Tamil Nadu,+91-75897-70807,"95, Guindy Avenue",73,41,34,90,yes,2.8,no,medium,none,55,None reported,0,City
231,Devi,Female,7,C,GHSS Salem Town,West Zone,Salem,Tamil Nadu,+91-60628-53911,"1, Salem Town Colony",58,22,47,43,yes,0.6,no,medium,none,89,Seasonal migration,1,Village
232,Sneha,Female,7,C,GHSS Madurai West,South Zone,Madurai,Tamil Nadu,+91-75169-78125,"106, Madurai West Nagar",78,40,89,74,yes,11.7,yes,low,graduate,56,Economic hardship,1,Village
233,Tamilselvi,Female,6,C,GHSS Avadi,North Zone,Tiruvallur,Tamil Nadu,+91-68566-41034,"75, Avadi Nagar",40,100,38,41,yes,5.0,no,medium,secondary,84,None reported,0,Village
234,Durga,Female,8,B,GHSS Pudukkottai,Central Zone,Pudukkottai,Tamil Nadu,+91-70184-23848,"43, Pudukkottai Colony",100,81,63,70,yes,2.8,no,low,none,75,None reported,0,Village
235,Uma,Female,9,A,GHSS Salem Town,West Zone,Salem,Tamil Nadu,+91-65925-30658,"207, Salem Town Nagar",79,62,56,60,no,5.7,no,low,secondary,53,None reported,0,City
236,Harish,Male,8,A,GHSS Guindy,North Zone,Chennai,Tamil Nadu,+91-62036-63004,"219, Guindy Colony",64,27,54,46,yes,5.1,yes,medium,graduate,49,Household responsibilities,1,City
237,Rahul,Male,9,A,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-84395-99952,"162, Tiruvallur Town Main Road",60,74,63,30,yes,9.5,yes,low,none,44,Early work pressure,1,City
238,Anitha,Female,6,A,GHSS Chromepet,North Zone,Chengalpattu,Tamil Nadu,+91-81728-26059,"11, Chromepet Colony",92,47,58,76,no,2.0,no,high,primary,56,None reported,0,Village
239,Arjun,Male,10,B,GHSS Ariyalur,East Zone,Ariyalur,Tamil Nadu,+91-78021-46681,"115, Ariyalur Cross Street",59,24,37,61,yes,8.4,yes,low,none,35,Household responsibilities,1,City
240,Shankar,Male,10,C,GHSS Madurai West,South Zone,Madurai,Tamil Nadu,+91-85101-27987,"108, Madurai West Cross Street",80,61,68,69,yes,10.7,no,medium,primary,86,None reported,0,Village
241,Mani,Male,10,A,GHSS Srirangam,Central Zone,Trichy,Tamil Nadu,+91-92924-52153,"100, Srirangam Nagar",75,54,61,74,no,6.8,no,medium,primary,68,None reported,0,City
242,Arun,Male,8,C,GHSS Madurai East,South Zone,Madurai,Tamil Nadu,+91-83424-86544,"60, Madurai East Cross Street",72,47,46,41,yes,3.7,no,low,secondary,90,None reported,0,Village
243,Prasad,Male,7,B,GHSS Salem Town,West Zone,Salem,Tamil Nadu,+91-85455-56504,"240, Salem Town Cross Street",59,52,49,82,yes,1.1,no,medium,graduate,65,None reported,0,Village
244,Prasad,Male,10,B,GHSS Tindivanam,East Zone,Villupuram,Tamil Nadu,+91-69312-83807,"49, Tindivanam Colony",86,44,59,48,yes,8.6,no,low,primary,94,None reported,0,Village
245,Gayathri,Female,9,A,GHSS Guindy,North Zone,Chennai,Tamil Nadu,+91-73203-27103,"88, Guindy Cross Street",54,65,68,71,yes,0.7,no,low,secondary,63,None reported,0,City
246,Lakshmi,Female,6,A,GHSS Gobichettipalayam,West Zone,Erode,Tamil Nadu,+91-64753-58967,"181, Gobichettipalayam Colony",71,61,56,80,yes,1.8,no,medium,none,97,None reported,0,City
247,Gopal,Male,8,B,GHSS Tiruvallur Town,North Zone,Tiruvallur,Tamil Nadu,+91-80793-32833,"182, Tiruvallur Town Avenue",65,37,57,100,yes,5.5,no,high,secondary,56,None reported,0,City
248,Lavanya,Female,10,A,GHSS Srirangam,Central Zone,Trichy,Tamil Nadu,+91-97541-61327,"218, Srirangam Avenue",96,90,48,73,no,2.0,no,low,secondary,89,None reported,0,Village
249,Siddharth,Male,10,B,GHSS Namakkal,West Zone,Namakkal,Tamil Nadu,+91-82728-51879,"43, Namakkal Main Road",57,49,41,42,no,11.3,yes,low,primary,51,Low academic confidence,1,City
250,Indira,Female,6,B,GHSS Chengalpattu Town,North Zone,Chengalpattu,Tamil Nadu,+91-88719-65004,"43, Chengalpattu Town Colony",43,52,37,62,yes,3.5,yes,low,none,38,Early work pressure,1,Village
251,Chitra,Female,8,C,GHSS Srirangam,Central Zone,Trichy,Tamil Nadu,+91-70659-69151,"19, Srirangam Main Road",72,72,21,67,yes,10.4,no,low,primary,81,None reported,0,City
252,Priya,Female,8,B,GHSS Avadi,North Zone,Tiruvallur,Tamil Nadu,+91-82147-87860,"158, Avadi Colony",48,86,61,50,yes,4.8,no,low,none,62,Long travel distance,1,Village
253,Vikram,Male,7,C,GHSS Kumbakonam,Central Zone,Thanjavur,Tamil Nadu,+91-77384-96585,"73, Kumbakonam Nagar",70,53,59,43,yes,2.9,yes,low,none,62,Lack of interest,1,Village
254,Rahul,Male,6,B,GHSS Erode,West Zone,Erode,Tamil Nadu,+91-99335-72957,"52, Erode Main Road",51,58,43,53,yes,1.1,yes,medium,primary,84,None reported,0,City
255,Harish,Male,7,C,GHSS Palayamkottai,South Zone,Tirunelveli,Tamil Nadu,+91-77367-21945,"165, Palayamkottai Avenue",94,75,43,62,yes,1.8,no,high,primary,86,None reported,0,Village
